wo_id,description,asset_tag,asset_class,area,install_date,age_days,task_type,priority,mandatory,estimated_cost_usd,mech_hours,elec_hours,inst_hours,civil_hours,total_craft_hours,duration_days,weibull_beta,weibull_eta,c_safety,c_env,c_prod,c_cost,replace_usd,predecessor_wo_id
WO-00250,Testing – Centrifugal Pump PMP-0049,PMP-0049,PMP,Unit-100,2013-10-24,4725,Testing,High,False,8166.02,9.0,11.9,5.9,0.5,27.299999999999997,3,2.5,1825,3,2,4,3,48000,
WO-00251,Overhaul – Pressure Vessel VSL-0006,VSL-0006,VSL,Unit-300,2012-06-11,5225,Overhaul,Critical,True,333845.33,209.8,17.5,9.2,4.8,241.3,30,2.8,3650,5,5,5,5,290000,
WO-00252,Cleaning – Piping/Pipeline Segment PPL-0037,PPL-0037,PPL,Tank-Farm,2013-12-01,4687,Cleaning,High,False,20396.44,25.3,1.3,0.8,3.2,30.6,4,2.0,3285,4,4,3,3,88000,
WO-00253,Replacement – Control Valve VLV-0023,VLV-0023,VLV,Flare-System,2017-05-31,3410,Replacement,Low,False,105052.98,33.3,6.1,9.8,2.2,51.400000000000006,6,1.5,1095,3,2,3,2,13500,
WO-00254,Inspection – Instrument/Analyser INST-0013,INST-0013,INST,Utilities,2014-10-13,4371,Inspection,High,False,695.06,3.5,1.6,3.1,0.6,8.799999999999999,1,1.8,730,2,1,3,2,4800,
WO-00255,Inspection – Instrument/Analyser INST-0043,INST-0043,INST,Flare-System,2018-09-15,2938,Inspection,Critical,False,6935.57,3.5,0.1,3.3,0.1,7.0,1,1.8,730,2,1,3,2,4800,
WO-00256,Calibration – Control Valve VLV-0073,VLV-0073,VLV,Offsites,2022-01-09,1726,Calibration,High,False,1576.51,0.5,4.8,15.7,0.1,21.1,3,1.5,1095,3,2,3,2,13500,
WO-00257,Cleaning – Pressure Vessel VSL-0020,VSL-0020,VSL,Offsites,2024-04-06,908,Cleaning,High,False,15567.32,27.3,0.7,0.1,6.3,34.4,4,2.8,3650,5,5,5,5,290000,
WO-00258,Inspection – Instrument/Analyser INST-0001,INST-0001,INST,Offsites,2013-11-04,4714,Inspection,Low,False,4691.18,3.6,1.7,4.3,0.4,10.0,1,1.8,730,2,1,3,2,4800,
WO-00259,Testing – Instrument/Analyser INST-0003,INST-0003,INST,Tank-Farm,2023-01-19,1351,Testing,High,False,2374.14,8.6,16.0,5.7,0.8,31.1,4,1.8,730,2,1,3,2,4800,
WO-00260,Testing – Instrument/Analyser INST-0155,INST-0155,INST,Unit-100,2017-09-16,3302,Testing,Critical,False,6467.99,15.7,11.7,6.6,1.7,35.7,4,1.8,730,2,1,3,2,4800,
WO-00261,Inspection – Instrument/Analyser INST-0069,INST-0069,INST,Utilities,2014-01-05,4652,Inspection,High,False,3296.44,7.5,0.7,1.3,0.3,9.8,1,1.8,730,2,1,3,2,4800,
WO-00262,Inspection – Centrifugal Pump PMP-0034,PMP-0034,PMP,Unit-100,2022-12-15,1386,Inspection,Critical,False,4557.53,2.9,0.6,3.6,0.7,7.8,1,2.5,1825,3,2,4,3,48000,
WO-00263,Replacement – Centrifugal Pump PMP-0004,PMP-0004,PMP,Unit-100,2012-02-07,5350,Replacement,Critical,True,33394.56,57.8,5.4,7.7,5.0,75.89999999999999,9,2.5,1825,3,2,4,3,48000,
WO-00264,Inspection – Pressure Vessel VSL-0003,VSL-0003,VSL,Tank-Farm,2019-01-17,2814,Inspection,Critical,False,1309.51,7.1,1.2,3.6,0.8,12.7,2,2.8,3650,5,5,5,5,290000,
WO-00265,Repair – Storage Tank TNK-0008,TNK-0008,TNK,Offsites,2023-08-30,1128,Repair,High,False,59189.96,82.0,22.7,8.5,3.5,116.7,15,3.5,5475,4,5,3,4,390000,
WO-00266,Inspection – Centrifugal Pump PMP-0023,PMP-0023,PMP,Unit-100,2020-07-26,2258,Inspection,High,False,3939.48,2.3,0.0,4.7,0.7,7.7,1,2.5,1825,3,2,4,3,48000,
WO-00267,Replacement – Centrifugal Pump PMP-0045,PMP-0045,PMP,Tank-Farm,2017-12-05,3222,Replacement,Critical,True,70611.87,54.4,13.7,16.0,5.1,89.19999999999999,11,2.5,1825,3,2,4,3,48000,
WO-00268,Calibration – Instrument/Analyser INST-0131,INST-0131,INST,Unit-100,2024-03-22,923,Calibration,Low,False,2946.75,0.8,5.1,10.8,0.4,17.099999999999998,2,1.8,730,2,1,3,2,4800,
WO-00269,Calibration – Pressure Vessel VSL-0028,VSL-0028,VSL,Flare-System,2016-07-27,3718,Calibration,Medium,False,1205.72,0.7,5.4,4.6,0.5,11.2,1,2.8,3650,5,5,5,5,290000,
WO-00270,Cleaning – Control Valve VLV-0011,VLV-0011,VLV,Tank-Farm,2015-05-31,4141,Cleaning,Medium,False,5762.1,21.5,1.4,0.5,7.0,30.4,4,1.5,1095,3,2,3,2,13500,
WO-00271,Repair – Reciprocating Compressor CMP-0015,CMP-0015,CMP,Tank-Farm,2023-08-10,1148,Repair,Medium,False,12613.64,25.9,16.6,2.8,4.7,50.0,6,3.0,1460,5,4,5,5,490000,
WO-00272,Inspection – Instrument/Analyser INST-0122,INST-0122,INST,Flare-System,2018-11-25,2867,Inspection,High,False,4003.62,9.9,1.0,3.0,0.6,14.5,2,1.8,730,2,1,3,2,4800,
WO-00273,Inspection – Instrument/Analyser INST-0034,INST-0034,INST,Offsites,2017-11-01,3256,Inspection,Critical,False,5612.42,5.2,0.6,1.1,0.8,7.7,1,1.8,730,2,1,3,2,4800,
WO-00274,Calibration – Instrument/Analyser INST-0105,INST-0105,INST,Unit-200,2015-12-01,3957,Calibration,Medium,False,1269.57,1.2,4.0,6.5,0.5,12.2,2,1.8,730,2,1,3,2,4800,
WO-00275,Inspection – Control Valve VLV-0042,VLV-0042,VLV,Unit-300,2014-03-19,4579,Inspection,Medium,False,3829.06,5.6,0.4,3.3,0.1,9.4,1,1.5,1095,3,2,3,2,13500,
WO-00276,Inspection – Instrument/Analyser INST-0035,INST-0035,INST,Offsites,2016-09-07,3676,Inspection,Medium,False,4193.01,4.5,0.9,2.7,0.9,9.000000000000002,1,1.8,730,2,1,3,2,4800,
WO-00277,Calibration – Electrical Equipment ELEC-0063,ELEC-0063,ELEC,Flare-System,2017-06-11,3399,Calibration,Low,False,831.83,0.7,2.6,10.7,0.7,14.7,2,2.0,1460,3,1,3,3,24000,
WO-00278,Cleaning – Control Valve VLV-0065,VLV-0065,VLV,Flare-System,2012-01-18,5370,Cleaning,Critical,True,16361.74,8.3,0.1,1.6,3.3,13.3,2,1.5,1095,3,2,3,2,13500,
WO-00279,Testing – Control Valve VLV-0114,VLV-0114,VLV,Tank-Farm,2013-03-08,4955,Testing,Medium,False,14471.06,13.1,11.6,20.7,0.4,45.8,6,1.5,1095,3,2,3,2,13500,
WO-00280,Replacement – Heat Exchanger HX-0023,HX-0023,HX,Unit-300,2017-12-31,3196,Replacement,Critical,False,109960.5,55.8,13.7,6.2,5.3,81.0,10,2.0,2190,4,3,5,4,195000,
WO-00281,Repair – Instrument/Analyser INST-0105,INST-0105,INST,Unit-200,2015-12-01,3957,Repair,Critical,True,12795.42,13.0,22.3,10.2,8.5,54.0,7,1.8,730,2,1,3,2,4800,
WO-00282,Calibration – Centrifugal Pump PMP-0021,PMP-0021,PMP,Unit-300,2015-05-02,4170,Calibration,Critical,True,304.54,0.1,5.7,7.5,0.6,13.9,2,2.5,1825,3,2,4,3,48000,
WO-00283,Inspection – Control Valve VLV-0023,VLV-0023,VLV,Flare-System,2017-05-31,3410,Inspection,Medium,False,5980.9,3.7,1.3,4.0,0.1,9.1,1,1.5,1095,3,2,3,2,13500,
WO-00284,Replacement – Instrument/Analyser INST-0152,INST-0152,INST,Utilities,2014-06-16,4490,Replacement,Low,False,49797.79,12.5,17.1,15.2,5.5,50.3,6,1.8,730,2,1,3,2,4800,
WO-00285,Replacement – Centrifugal Pump PMP-0013,PMP-0013,PMP,Unit-200,2014-03-04,4594,Replacement,Critical,False,107439.62,45.4,18.7,22.2,9.9,96.2,12,2.5,1825,3,2,4,3,48000,
WO-00286,Calibration – Piping/Pipeline Segment PPL-0039,PPL-0039,PPL,Unit-100,2023-06-10,1209,Calibration,High,False,2452.58,1.3,4.2,19.4,0.2,25.099999999999998,3,2.0,3285,4,4,3,3,88000,
WO-00287,Cleaning – Control Valve VLV-0119,VLV-0119,VLV,Flare-System,2019-08-17,2602,Cleaning,High,False,4883.9,21.3,0.2,1.4,8.8,31.7,4,1.5,1095,3,2,3,2,13500,
WO-00288,Calibration – Control Valve VLV-0116,VLV-0116,VLV,Utilities,2020-08-27,2226,Calibration,Medium,False,638.97,1.7,9.6,6.4,0.7,18.4,2,1.5,1095,3,2,3,2,13500,
WO-00289,Cleaning – Instrument/Analyser INST-0042,INST-0042,INST,Unit-100,2013-05-08,4894,Cleaning,Low,False,17955.75,15.7,1.2,0.5,5.0,22.4,3,1.8,730,2,1,3,2,4800,
WO-00290,Inspection – Instrument/Analyser INST-0106,INST-0106,INST,Offsites,2016-11-19,3603,Inspection,High,False,5022.06,3.5,1.7,3.3,0.4,8.9,1,1.8,730,2,1,3,2,4800,
WO-00291,Overhaul – Distillation Tower TWR-0006,TWR-0006,TWR,Flare-System,2014-07-19,4457,Overhaul,High,False,575203.21,141.8,27.7,39.3,11.6,220.4,28,2.2,2920,5,5,5,5,980000,
WO-00292,Replacement – Electrical Equipment ELEC-0078,ELEC-0078,ELEC,Unit-100,2025-07-01,457,Replacement,Medium,False,22355.77,45.1,17.7,22.1,8.9,93.80000000000001,12,2.0,1460,3,1,3,3,24000,
WO-00293,Replacement – Piping/Pipeline Segment PPL-0022,PPL-0022,PPL,Unit-200,2018-06-13,3032,Replacement,Medium,False,78361.23,57.6,15.1,13.9,7.2,93.80000000000001,12,2.0,3285,4,4,3,3,88000,
WO-00294,Repair – Reciprocating Compressor CMP-0010,CMP-0010,CMP,Flare-System,2020-07-10,2274,Repair,Low,False,61530.83,47.9,11.1,11.0,4.0,74.0,9,3.0,1460,5,4,5,5,490000,
WO-00295,Overhaul – Instrument/Analyser INST-0148,INST-0148,INST,Utilities,2021-11-27,1769,Overhaul,Low,False,291152.96,109.6,34.9,29.8,6.6,180.9,23,1.8,730,2,1,3,2,4800,
WO-00296,Replacement – Control Valve VLV-0055,VLV-0055,VLV,Unit-100,2023-03-19,1292,Replacement,Critical,True,54746.52,18.7,12.0,18.0,8.9,57.6,7,1.5,1095,3,2,3,2,13500,
WO-00297,Testing – Piping/Pipeline Segment PPL-0043,PPL-0043,PPL,Tank-Farm,2021-08-11,1877,Testing,Critical,False,10705.36,7.1,8.1,9.9,1.8,26.900000000000002,3,2.0,3285,4,4,3,3,88000,
WO-00298,Overhaul – Control Valve VLV-0025,VLV-0025,VLV,Tank-Farm,2019-03-19,2753,Overhaul,Low,False,427856.76,214.4,35.7,39.6,7.5,297.20000000000005,37,1.5,1095,3,2,3,2,13500,
WO-00299,Replacement – Control Valve VLV-0051,VLV-0051,VLV,Offsites,2020-03-30,2376,Replacement,High,False,19763.49,58.8,5.6,6.7,6.6,77.69999999999999,10,1.5,1095,3,2,3,2,13500,
WO-00300,Inspection – Instrument/Analyser INST-0152,INST-0152,INST,Utilities,2014-06-16,4490,Inspection,Low,False,5048.3,8.1,1.6,1.6,0.6,11.899999999999999,1,1.8,730,2,1,3,2,4800,
WO-00301,Inspection – Electrical Equipment ELEC-0019,ELEC-0019,ELEC,Unit-200,2021-07-11,1908,Inspection,Low,False,2136.85,2.0,1.0,1.8,0.7,5.5,1,2.0,1460,3,1,3,3,24000,
WO-00302,Replacement – Heat Exchanger HX-0001,HX-0001,HX,Unit-100,2017-07-31,3349,Replacement,Low,False,79646.16,19.0,2.3,19.2,4.9,45.4,6,2.0,2190,4,3,5,4,195000,
WO-00303,Cleaning – Instrument/Analyser INST-0054,INST-0054,INST,Offsites,2014-03-07,4591,Cleaning,High,False,4779.59,14.8,0.4,1.8,7.5,24.5,3,1.8,730,2,1,3,2,4800,
WO-00304,Cleaning – Control Valve VLV-0083,VLV-0083,VLV,Unit-300,2018-04-05,3101,Cleaning,High,False,17067.52,22.8,0.2,0.0,2.9,25.9,3,1.5,1095,3,2,3,2,13500,
WO-00305,Overhaul – Instrument/Analyser INST-0089,INST-0089,INST,Tank-Farm,2019-01-01,2830,Overhaul,Medium,False,94830.05,122.2,26.5,12.6,22.3,183.6,23,1.8,730,2,1,3,2,4800,
WO-00306,Replacement – Instrument/Analyser INST-0054,INST-0054,INST,Offsites,2014-03-07,4591,Replacement,Low,False,63294.33,24.3,17.4,15.5,5.5,62.7,8,1.8,730,2,1,3,2,4800,
WO-00307,Repair – Piping/Pipeline Segment PPL-0037,PPL-0037,PPL,Tank-Farm,2013-12-01,4687,Repair,High,False,65398.55,28.8,8.0,14.4,5.2,56.4,7,2.0,3285,4,4,3,3,88000,
WO-00308,Calibration – Piping/Pipeline Segment PPL-0004,PPL-0004,PPL,Unit-100,2012-01-20,5368,Calibration,Medium,False,1026.88,0.6,5.9,8.4,0.7,15.6,2,2.0,3285,4,4,3,3,88000,
WO-00309,Overhaul – Instrument/Analyser INST-0115,INST-0115,INST,Utilities,2016-08-07,3707,Overhaul,Medium,False,438422.86,142.1,37.9,17.4,18.8,216.20000000000002,27,1.8,730,2,1,3,2,4800,WO-00188
WO-00310,Replacement – Instrument/Analyser INST-0131,INST-0131,INST,Unit-100,2024-03-22,923,Replacement,Low,False,68936.66,52.5,6.5,18.7,9.6,87.3,11,1.8,730,2,1,3,2,4800,
WO-00311,Overhaul – Storage Tank TNK-0002,TNK-0002,TNK,Unit-300,2018-07-21,2994,Overhaul,Medium,False,370216.52,238.4,31.9,12.8,4.9,288.0,36,3.5,5475,4,5,3,4,390000,
WO-00312,Overhaul – Heat Exchanger HX-0035,HX-0035,HX,Flare-System,2018-07-19,2996,Overhaul,Medium,False,159385.54,109.5,39.8,27.5,21.4,198.20000000000002,25,2.0,2190,4,3,5,4,195000,
WO-00313,Testing – Instrument/Analyser INST-0160,INST-0160,INST,Unit-100,2023-11-15,1051,Testing,High,False,13383.3,6.6,17.2,4.4,2.0,30.199999999999996,4,1.8,730,2,1,3,2,4800,
WO-00314,Cleaning – Electrical Equipment ELEC-0009,ELEC-0009,ELEC,Utilities,2025-04-01,548,Cleaning,Medium,False,21379.69,7.9,1.7,0.0,5.5,15.1,2,2.0,1460,3,1,3,3,24000,
WO-00315,Replacement – Centrifugal Pump PMP-0080,PMP-0080,PMP,Utilities,2016-12-22,3570,Replacement,Medium,False,72434.25,55.6,7.9,15.6,8.9,88.0,11,2.5,1825,3,2,4,3,48000,
WO-00316,Inspection – Electrical Equipment ELEC-0077,ELEC-0077,ELEC,Offsites,2014-01-19,4638,Inspection,High,False,7576.65,2.4,1.2,3.3,0.8,7.699999999999999,1,2.0,1460,3,1,3,3,24000,
WO-00317,Inspection – Instrument/Analyser INST-0143,INST-0143,INST,Offsites,2022-06-05,1579,Inspection,High,False,6165.59,3.2,0.9,3.9,0.7,8.7,1,1.8,730,2,1,3,2,4800,WO-00231
WO-00318,Replacement – Control Valve VLV-0084,VLV-0084,VLV,Utilities,2013-11-17,4701,Replacement,Low,False,116432.11,31.3,2.8,8.4,4.1,46.6,6,1.5,1095,3,2,3,2,13500,
WO-00319,Replacement – Instrument/Analyser INST-0009,INST-0009,INST,Flare-System,2015-10-29,3990,Replacement,Medium,False,8035.52,34.7,3.5,9.5,9.9,57.6,7,1.8,730,2,1,3,2,4800,
WO-00320,Inspection – Instrument/Analyser INST-0013,INST-0013,INST,Utilities,2014-10-13,4371,Inspection,Medium,False,3920.28,3.4,0.2,3.3,0.5,7.4,1,1.8,730,2,1,3,2,4800,
WO-00321,Repair – Storage Tank TNK-0015,TNK-0015,TNK,Unit-300,2020-06-13,2301,Repair,Critical,True,21241.18,92.9,17.5,6.7,8.6,125.7,16,3.5,5475,4,5,3,4,390000,
WO-00322,Cleaning – Piping/Pipeline Segment PPL-0026,PPL-0026,PPL,Flare-System,2016-08-15,3699,Cleaning,Critical,False,18318.92,10.7,1.7,0.5,8.7,21.599999999999998,3,2.0,3285,4,4,3,3,88000,
WO-00323,Inspection – Electrical Equipment ELEC-0030,ELEC-0030,ELEC,Flare-System,2019-01-14,2817,Inspection,Medium,False,3419.29,8.8,0.3,4.5,0.2,13.8,2,2.0,1460,3,1,3,3,24000,
WO-00324,Replacement – Instrument/Analyser INST-0114,INST-0114,INST,Offsites,2019-08-06,2613,Replacement,Medium,False,18584.52,57.1,9.9,17.8,6.2,91.0,11,1.8,730,2,1,3,2,4800,
WO-00325,Cleaning – Centrifugal Pump PMP-0065,PMP-0065,PMP,Flare-System,2020-09-09,2213,Cleaning,High,False,22560.22,20.8,1.1,1.3,6.9,30.1,4,2.5,1825,3,2,4,3,48000,
WO-00326,Cleaning – Storage Tank TNK-0012,TNK-0012,TNK,Flare-System,2022-10-13,1449,Cleaning,High,False,11645.68,22.2,1.9,1.9,8.6,34.599999999999994,4,3.5,5475,4,5,3,4,390000,
WO-00327,Calibration – Heat Exchanger HX-0004,HX-0004,HX,Unit-100,2018-11-03,2889,Calibration,Medium,False,698.54,1.0,4.1,4.1,1.0,10.2,1,2.0,2190,4,3,5,4,195000,
WO-00328,Overhaul – Heat Exchanger HX-0024,HX-0024,HX,Unit-100,2016-05-06,3800,Overhaul,Critical,False,163679.09,178.6,26.3,41.7,24.0,270.6,34,2.0,2190,4,3,5,4,195000,
WO-00329,Replacement – Centrifugal Pump PMP-0044,PMP-0044,PMP,Offsites,2018-01-03,3193,Replacement,Critical,False,35748.99,12.9,9.1,4.3,2.0,28.3,4,2.5,1825,3,2,4,3,48000,WO-00317
WO-00330,Inspection – Piping/Pipeline Segment PPL-0013,PPL-0013,PPL,Unit-300,2020-06-22,2292,Inspection,Critical,False,6017.98,2.8,1.7,1.9,0.1,6.5,1,2.0,3285,4,4,3,3,88000,
WO-00331,Calibration – Instrument/Analyser INST-0015,INST-0015,INST,Offsites,2023-09-21,1106,Calibration,Medium,False,918.53,1.0,2.9,19.8,0.1,23.8,3,1.8,730,2,1,3,2,4800,
WO-00332,Repair – Control Valve VLV-0015,VLV-0015,VLV,Unit-300,2018-12-01,2861,Repair,Medium,False,21101.18,32.6,25.0,6.9,1.0,65.5,8,1.5,1095,3,2,3,2,13500,
WO-00333,Inspection – Centrifugal Pump PMP-0051,PMP-0051,PMP,Flare-System,2021-10-25,1802,Inspection,High,False,7332.46,7.1,1.2,1.8,0.7,10.799999999999999,1,2.5,1825,3,2,4,3,48000,
WO-00334,Inspection – Pressure Vessel VSL-0004,VSL-0004,VSL,Offsites,2020-06-26,2288,Inspection,Medium,False,7118.26,6.6,1.6,2.1,0.1,10.399999999999999,1,2.8,3650,5,5,5,5,290000,
WO-00335,Calibration – Instrument/Analyser INST-0158,INST-0158,INST,Utilities,2020-04-05,2370,Calibration,Medium,False,1280.89,0.0,8.5,7.3,0.3,16.1,2,1.8,730,2,1,3,2,4800,
WO-00336,Inspection – Piping/Pipeline Segment PPL-0042,PPL-0042,PPL,Offsites,2015-06-20,4121,Inspection,Low,False,1132.77,2.2,1.8,2.2,0.7,6.9,1,2.0,3285,4,4,3,3,88000,WO-00205
WO-00337,Cleaning – Instrument/Analyser INST-0052,INST-0052,INST,Unit-100,2021-05-12,1968,Cleaning,Medium,False,13602.28,16.5,0.8,1.2,9.7,28.2,4,1.8,730,2,1,3,2,4800,
WO-00338,Overhaul – Instrument/Analyser INST-0086,INST-0086,INST,Tank-Farm,2024-12-09,661,Overhaul,Medium,False,209480.22,216.7,13.7,43.7,9.1,283.2,35,1.8,730,2,1,3,2,4800,
WO-00339,Calibration – Electrical Equipment ELEC-0048,ELEC-0048,ELEC,Unit-200,2022-03-12,1664,Calibration,Medium,False,1535.59,0.4,8.8,9.9,0.3,19.400000000000002,2,2.0,1460,3,1,3,3,24000,
WO-00340,Overhaul – Storage Tank TNK-0004,TNK-0004,TNK,Tank-Farm,2018-06-22,3023,Overhaul,High,False,414585.55,67.4,26.3,45.5,4.7,143.89999999999998,18,3.5,5475,4,5,3,4,390000,
WO-00341,Cleaning – Control Valve VLV-0042,VLV-0042,VLV,Unit-300,2014-03-19,4579,Cleaning,Low,False,22305.07,18.3,1.6,0.4,4.8,25.1,3,1.5,1095,3,2,3,2,13500,
WO-00342,Repair – Piping/Pipeline Segment PPL-0040,PPL-0040,PPL,Unit-200,2023-07-05,1184,Repair,Medium,False,45520.33,51.7,15.7,3.1,9.0,79.5,10,2.0,3285,4,4,3,3,88000,
WO-00343,Overhaul – Instrument/Analyser INST-0031,INST-0031,INST,Unit-100,2019-11-24,2503,Overhaul,High,False,178472.38,108.6,13.2,38.3,15.1,175.2,22,1.8,730,2,1,3,2,4800,
WO-00344,Cleaning – Piping/Pipeline Segment PPL-0002,PPL-0002,PPL,Unit-100,2022-11-22,1409,Cleaning,High,False,24501.53,6.9,0.9,1.0,3.3,12.100000000000001,2,2.0,3285,4,4,3,3,88000,
WO-00345,Cleaning – Centrifugal Pump PMP-0074,PMP-0074,PMP,Flare-System,2019-05-17,2694,Cleaning,High,False,4776.27,7.7,1.7,0.6,7.0,17.0,2,2.5,1825,3,2,4,3,48000,
WO-00346,Repair – Centrifugal Pump PMP-0061,PMP-0061,PMP,Utilities,2023-08-15,1143,Repair,Critical,True,59711.78,85.3,20.3,10.1,4.5,120.19999999999999,15,2.5,1825,3,2,4,3,48000,
WO-00347,Overhaul – Electrical Equipment ELEC-0079,ELEC-0079,ELEC,Offsites,2022-07-08,1546,Overhaul,Medium,False,90645.91,124.8,24.4,9.5,9.5,168.2,21,2.0,1460,3,1,3,3,24000,
WO-00348,Cleaning – Instrument/Analyser INST-0127,INST-0127,INST,Utilities,2014-07-13,4463,Cleaning,Low,False,20348.02,17.0,1.7,1.6,2.8,23.1,3,1.8,730,2,1,3,2,4800,
WO-00349,Inspection – Heat Exchanger HX-0030,HX-0030,HX,Unit-100,2017-12-27,3200,Inspection,Critical,True,5016.6,8.3,0.7,3.4,0.4,12.8,2,2.0,2190,4,3,5,4,195000,
WO-00350,Inspection – Electrical Equipment ELEC-0085,ELEC-0085,ELEC,Utilities,2015-02-21,4240,Inspection,Medium,False,1301.98,2.8,1.2,3.1,0.5,7.6,1,2.0,1460,3,1,3,3,24000,
WO-00351,Inspection – Centrifugal Pump PMP-0064,PMP-0064,PMP,Unit-300,2016-12-07,3585,Inspection,Medium,False,2605.28,8.2,1.8,2.8,0.1,12.9,2,2.5,1825,3,2,4,3,48000,
WO-00352,Repair – Instrument/Analyser INST-0133,INST-0133,INST,Offsites,2014-12-05,4318,Repair,Medium,False,34265.5,30.4,5.1,12.6,9.2,57.3,7,1.8,730,2,1,3,2,4800,WO-00004
WO-00353,Replacement – Reciprocating Compressor CMP-0013,CMP-0013,CMP,Flare-System,2022-05-19,1596,Replacement,Critical,False,78932.16,51.3,10.6,20.4,4.5,86.8,11,3.0,1460,5,4,5,5,490000,
WO-00354,Cleaning – Centrifugal Pump PMP-0044,PMP-0044,PMP,Offsites,2018-01-03,3193,Cleaning,High,False,12152.47,27.5,1.0,0.8,5.2,34.5,4,2.5,1825,3,2,4,3,48000,
WO-00355,Replacement – Electrical Equipment ELEC-0030,ELEC-0030,ELEC,Flare-System,2019-01-14,2817,Replacement,Medium,False,88134.26,27.8,8.9,16.3,1.5,54.5,7,2.0,1460,3,1,3,3,24000,
WO-00356,Overhaul – Electrical Equipment ELEC-0055,ELEC-0055,ELEC,Unit-200,2019-12-17,2480,Overhaul,High,False,280020.28,183.9,39.8,43.5,11.5,278.7,35,2.0,1460,3,1,3,3,24000,
WO-00357,Calibration – Centrifugal Pump PMP-0066,PMP-0066,PMP,Unit-100,2024-02-06,968,Calibration,High,False,1829.05,1.3,6.4,16.4,0.2,24.299999999999997,3,2.5,1825,3,2,4,3,48000,
WO-00358,Inspection – Centrifugal Pump PMP-0059,PMP-0059,PMP,Tank-Farm,2019-04-16,2725,Inspection,Medium,False,3613.66,7.3,1.0,2.5,0.9,11.700000000000001,1,2.5,1825,3,2,4,3,48000,WO-00090
WO-00359,Cleaning – Instrument/Analyser INST-0090,INST-0090,INST,Offsites,2014-12-31,4292,Cleaning,High,False,23801.28,14.2,1.6,0.3,4.3,20.4,3,1.8,730,2,1,3,2,4800,
WO-00360,Inspection – Centrifugal Pump PMP-0018,PMP-0018,PMP,Unit-200,2019-03-23,2749,Inspection,Low,False,4313.36,3.5,1.3,1.8,0.1,6.699999999999999,1,2.5,1825,3,2,4,3,48000,WO-00096
WO-00361,Cleaning – Instrument/Analyser INST-0172,INST-0172,INST,Unit-200,2015-05-14,4158,Cleaning,Critical,True,23474.82,15.8,0.1,1.1,6.5,23.5,3,1.8,730,2,1,3,2,4800,
WO-00362,Repair – Storage Tank TNK-0013,TNK-0013,TNK,Flare-System,2019-03-07,2765,Repair,Low,False,50357.71,76.5,16.8,13.1,3.3,109.69999999999999,14,3.5,5475,4,5,3,4,390000,
WO-00363,Overhaul – Instrument/Analyser INST-0175,INST-0175,INST,Unit-200,2021-03-29,2012,Overhaul,Medium,False,109961.07,51.2,34.7,49.3,21.9,157.1,20,1.8,730,2,1,3,2,4800,
WO-00364,Testing – Control Valve VLV-0011,VLV-0011,VLV,Tank-Farm,2015-05-31,4141,Testing,Medium,False,10981.01,8.1,16.0,5.6,0.4,30.1,4,1.5,1095,3,2,3,2,13500,
WO-00365,Replacement – Reciprocating Compressor CMP-0004,CMP-0004,CMP,Unit-200,2011-11-13,5436,Replacement,Critical,False,114652.62,59.8,8.7,18.2,4.7,91.4,11,3.0,1460,5,4,5,5,490000,
WO-00366,Replacement – Instrument/Analyser INST-0132,INST-0132,INST,Tank-Farm,2016-04-21,3815,Replacement,Low,False,31837.75,25.1,5.9,6.2,3.0,40.2,5,1.8,730,2,1,3,2,4800,
WO-00367,Inspection – Centrifugal Pump PMP-0039,PMP-0039,PMP,Unit-100,2017-10-17,3271,Inspection,High,False,3003.2,6.2,0.7,3.1,0.0,10.0,1,2.5,1825,3,2,4,3,48000,
WO-00368,Cleaning – Instrument/Analyser INST-0042,INST-0042,INST,Unit-100,2013-05-08,4894,Cleaning,Medium,False,17343.19,17.6,0.9,0.7,3.8,23.0,3,1.8,730,2,1,3,2,4800,
WO-00369,Inspection – Pressure Vessel VSL-0027,VSL-0027,VSL,Unit-200,2013-01-04,5018,Inspection,Critical,False,3028.98,7.4,0.2,1.3,0.7,9.6,1,2.8,3650,5,5,5,5,290000,
WO-00370,Calibration – Instrument/Analyser INST-0171,INST-0171,INST,Flare-System,2018-05-06,3070,Calibration,Medium,False,2824.47,1.9,5.4,8.2,0.6,16.1,2,1.8,730,2,1,3,2,4800,
WO-00371,Cleaning – Reciprocating Compressor CMP-0012,CMP-0012,CMP,Unit-100,2022-01-29,1706,Cleaning,Low,False,8722.69,5.5,0.4,0.3,3.0,9.2,1,3.0,1460,5,4,5,5,490000,
WO-00372,Inspection – Electrical Equipment ELEC-0002,ELEC-0002,ELEC,Unit-200,2016-04-24,3812,Inspection,High,False,5053.75,9.6,0.7,3.1,0.7,14.099999999999998,2,2.0,1460,3,1,3,3,24000,WO-00073
WO-00373,Overhaul – Instrument/Analyser INST-0143,INST-0143,INST,Offsites,2022-06-05,1579,Overhaul,Medium,False,493005.17,189.1,42.0,49.5,11.4,292.0,36,1.8,730,2,1,3,2,4800,
WO-00374,Cleaning – Control Valve VLV-0016,VLV-0016,VLV,Unit-300,2016-06-23,3752,Cleaning,Medium,False,16998.51,21.8,1.5,1.8,4.8,29.900000000000002,4,1.5,1095,3,2,3,2,13500,WO-00257
WO-00375,Replacement – Control Valve VLV-0090,VLV-0090,VLV,Flare-System,2013-09-16,4763,Replacement,High,False,73375.4,47.1,16.2,12.4,5.6,81.3,10,1.5,1095,3,2,3,2,13500,
