wo_id,description,asset_tag,asset_class,area,install_date,age_days,task_type,priority,mandatory,estimated_cost_usd,mech_hours,elec_hours,inst_hours,civil_hours,total_craft_hours,duration_days,weibull_beta,weibull_eta,c_safety,c_env,c_prod,c_cost,replace_usd,predecessor_wo_id,priority_weight,asset_master_linked,asset_name,fitted_beta,fitted_eta,failure_prob,rul_days,weibull_source,consequence_score,likelihood_tier,consequence_tier,risk_score,risk_level,deferred_cost_usd,net_value_usd,selected,decision
WO-00143,Calibration – Control Valve VLV-0069,VLV-0069,Vlv,Unit-100,2018-04-02,3104,Calibration,Medium,False,1833.78,2.0,3.9,8.2,0.1,14.2,2,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.5794162888646842,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3109.29,1275.51,True,INCLUDE
WO-00144,Cleaning – Control Valve VLV-0001,VLV-0001,Vlv,Unit-300,2014-11-16,4337,Cleaning,High,False,18423.08,12.1,0.0,1.3,10.0,23.4,3,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.6378623186368163,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3422.93,-15000.15,False,DEFER
WO-00145,Inspection – Instrument/Analyser INST-0076,INST-0076,Inst,Unit-200,2023-03-22,1289,Inspection,High,False,2685.08,5.4,0.5,2.4,0.6,8.9,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.7932426377612836,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1142.27,-1542.81,False,DEFER
WO-00146,Replacement – Heat Exchanger HX-0013,HX-0013,Hx,Unit-100,2014-10-20,4364,Replacement,High,False,9603.6,55.7,9.3,10.6,1.8,77.39999999999999,10,2.0,2190,4,3,5,4,195000,,3,True,Heat Exchanger,2.0,2190.0,0.4994306520188193,2190.0,asset_inline_fallback,4.0,4,4,16,HIGH,58433.39,48829.79,True,INCLUDE
WO-00147,Repair – Instrument/Analyser INST-0095,INST-0095,Inst,Utilities,2018-04-26,3080,Repair,Medium,False,5209.95,21.4,7.8,12.8,9.3,51.3,6,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9492671300795174,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1366.94,-3843.01,False,DEFER
WO-00148,Replacement – Control Valve VLV-0076,VLV-0076,Vlv,Unit-300,2022-07-01,1553,Replacement,Medium,False,93071.68,46.6,6.4,7.2,4.2,64.4,8,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.46697112519479306,356.375041611647,asset_inline_fallback,2.65,4,3,12,HIGH,2505.88,-90565.8,False,DEFER
WO-00149,Calibration – Instrument/Analyser INST-0135,INST-0135,Inst,Tank-Farm,2014-07-19,4457,Calibration,Low,False,2064.39,1.7,4.2,9.4,0.0,15.3,2,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-624.39,False,DEFER
WO-00150,Cleaning – Instrument/Analyser INST-0027,INST-0027,Inst,Offsites,2019-12-28,2469,Cleaning,High,False,8154.94,5.7,1.4,1.5,7.3,15.899999999999999,2,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9199701895531602,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1324.76,-6830.18,False,DEFER
WO-00151,Repair – Storage Tank TNK-0006,TNK-0006,Tnk,Unit-100,2013-04-21,4911,Repair,High,False,60746.33,68.5,20.9,18.3,9.4,117.10000000000001,15,3.5,5475,4,5,3,4,390000,,3,True,Storage Tank,3.5,5475.0,0.17711767291451005,2037.2321482252628,asset_inline_fallback,4.0,3,4,12,HIGH,41445.54,-19300.79,False,DEFER
WO-00152,Overhaul – Pressure Vessel VSL-0022,VSL-0022,Vsl,Offsites,2016-08-27,3687,Overhaul,Low,False,227784.38,203.8,35.1,11.2,6.8,256.9,32,2.8,3650,5,5,5,5,290000,,1,True,Pressure Vessel,2.8,3650.0,0.2674336052742445,1229.4951011980575,asset_inline_fallback,5.0,3,5,15,HIGH,58166.81,-169617.57,False,DEFER
WO-00153,Repair – Control Valve VLV-0051,VLV-0051,Vlv,Offsites,2020-03-30,2376,Repair,High,False,76242.93,47.4,24.4,16.9,3.8,92.49999999999999,12,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.5342579670756874,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2866.96,-73375.97,False,DEFER
WO-00154,Testing – Instrument/Analyser INST-0075,INST-0075,Inst,Utilities,2023-08-24,1134,Testing,Medium,False,938.18,12.8,17.0,17.6,0.5,47.900000000000006,6,1.8,730,2,1,3,2,4800,WO-00025,2,True,Instrument/Analyser,1.8,730.0,0.7634926044344724,26.255937962996313,asset_inline_fallback,2.0,5,2,10,HIGH,1099.43,161.25,False,DEFER
WO-00155,Replacement – Instrument/Analyser INST-0118,INST-0118,Inst,Flare-System,2015-06-27,4114,Replacement,High,False,100339.4,19.4,14.5,19.7,2.7,56.3,7,1.8,730,2,1,3,2,4800,WO-00145,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-98899.4,False,DEFER
WO-00156,Calibration – Pressure Vessel VSL-0021,VSL-0021,Vsl,Flare-System,2016-06-09,3766,Calibration,Critical,True,440.8,0.4,5.6,18.9,0.6,25.5,3,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.2758263464853929,1150.4951131878042,asset_inline_fallback,5.0,3,5,15,HIGH,59992.23,59551.43,True,INCLUDE
WO-00157,Testing – Instrument/Analyser INST-0056,INST-0056,Inst,Unit-200,2023-08-09,1149,Testing,Medium,False,7223.81,9.8,12.2,10.2,0.7,32.900000000000006,4,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.7665808677137653,11.255922483994937,asset_inline_fallback,2.0,5,2,10,HIGH,1103.88,-6119.93,False,DEFER
WO-00158,Inspection – Instrument/Analyser INST-0001,INST-0001,Inst,Offsites,2013-11-04,4714,Inspection,Medium,False,5645.44,3.6,0.8,1.6,0.6,6.6,1,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-4205.44,False,DEFER
WO-00159,Replacement – Control Valve VLV-0058,VLV-0058,Vlv,Unit-200,2019-12-05,2492,Replacement,High,False,23792.91,19.8,16.7,9.4,8.0,53.9,7,1.5,1095,3,2,3,2,13500,WO-00011,3,True,Control Valve,1.5,1095.0,0.5421747713664424,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2909.45,-20883.46,False,DEFER
WO-00160,Inspection – Control Valve VLV-0063,VLV-0063,Vlv,Flare-System,2024-05-13,871,Inspection,High,False,5982.08,5.7,0.1,4.8,0.1,10.7,1,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.3872614083460317,1038.3750581474962,asset_inline_fallback,2.65,4,3,12,HIGH,2078.14,-3903.94,False,DEFER
WO-00161,Replacement – Storage Tank TNK-0008,TNK-0008,Tnk,Offsites,2023-08-30,1128,Replacement,Low,False,61284.44,48.8,2.1,22.6,6.8,80.3,10,3.5,5475,4,5,3,4,390000,,1,True,Storage Tank,3.5,5475.0,0.0065978656692187295,5820.232369890925,asset_inline_fallback,4.0,1,4,4,LOW,1543.9,-59740.54,False,DEFER
WO-00162,Calibration – Instrument/Analyser INST-0128,INST-0128,Inst,Utilities,2012-10-24,5090,Calibration,Medium,False,2797.95,1.2,4.9,11.1,0.7,17.9,2,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-1357.95,False,DEFER
WO-00163,Calibration – Centrifugal Pump PMP-0060,PMP-0060,Pmp,Unit-200,2018-09-28,2925,Calibration,Critical,True,457.17,1.7,3.6,19.1,0.2,24.6,3,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.6709098789646433,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,14491.65,14034.48,True,INCLUDE
WO-00164,Calibration – Piping/Pipeline Segment PPL-0022,PPL-0022,Ppl,Unit-200,2018-06-13,3032,Calibration,Critical,True,2492.37,1.5,9.7,8.3,0.8,20.3,3,2.0,3285,4,4,3,3,88000,,4,True,Piping/Pipeline Segment,2.0,3285.0,0.19543463731774768,1952.748121395858,asset_inline_fallback,3.65,3,4,12,HIGH,9416.04,6923.67,True,INCLUDE
WO-00165,Cleaning – Instrument/Analyser INST-0151,INST-0151,Inst,Unit-300,2015-09-17,4032,Cleaning,Low,False,11694.4,4.1,1.1,1.5,3.4,10.1,1,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-10254.4,False,DEFER
WO-00166,Cleaning – Centrifugal Pump PMP-0032,PMP-0032,Pmp,Unit-300,2021-09-19,1838,Cleaning,Critical,True,5277.9,19.5,0.4,0.1,7.5,27.5,3,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.4418074638742714,709.7050284155362,asset_inline_fallback,3.0,4,3,12,HIGH,9543.04,4265.14,True,INCLUDE
WO-00167,Inspection – Instrument/Analyser INST-0161,INST-0161,Inst,Unit-300,2024-10-23,708,Inspection,Medium,False,6075.58,2.4,1.6,4.2,0.1,8.299999999999999,1,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.6514264878757068,452.25593095840327,asset_inline_fallback,2.0,5,2,10,HIGH,938.05,-5137.53,False,DEFER
WO-00168,Inspection – Instrument/Analyser INST-0075,INST-0075,Inst,Utilities,2023-08-24,1134,Inspection,High,False,5281.03,2.5,1.9,1.8,0.7,6.9,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.7634926044344724,26.255937962996313,asset_inline_fallback,2.0,5,2,10,HIGH,1099.43,-4181.6,False,DEFER
WO-00169,Replacement – Storage Tank TNK-0013,TNK-0013,Tnk,Flare-System,2019-03-07,2765,Replacement,Critical,True,56859.21,37.8,20.0,4.5,1.0,63.3,8,3.5,5475,4,5,3,4,390000,,4,True,Storage Tank,3.5,5475.0,0.04852153815202732,4183.232367820265,asset_inline_fallback,4.0,1,4,4,LOW,11354.04,-45505.17,True,INCLUDE
WO-00170,Replacement – Instrument/Analyser INST-0012,INST-0012,Inst,Offsites,2012-01-16,5372,Replacement,Medium,False,106641.28,55.5,17.8,6.9,4.7,84.9,11,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-105201.28,False,DEFER
WO-00171,Replacement – Instrument/Analyser INST-0031,INST-0031,Inst,Unit-100,2019-11-24,2503,Replacement,Low,False,81272.37,20.3,7.8,21.2,3.3,52.599999999999994,7,1.8,730,2,1,3,2,4800,WO-00103,1,True,Instrument/Analyser,1.8,730.0,0.9220148711292817,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1327.7,-79944.67,False,DEFER
WO-00172,Replacement – Control Valve VLV-0064,VLV-0064,Vlv,Tank-Farm,2013-12-13,4675,Replacement,Medium,False,7705.73,21.3,5.1,14.1,2.0,42.5,5,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.6511235415792418,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3494.09,-4211.64,False,DEFER
WO-00173,Repair – Control Valve VLV-0068,VLV-0068,Vlv,Tank-Farm,2014-11-08,4345,Repair,High,False,30276.47,23.5,14.4,16.1,6.3,60.3,8,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.6381876700164459,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3424.67,-26851.8,False,DEFER
WO-00174,Cleaning – Instrument/Analyser INST-0092,INST-0092,Inst,Unit-300,2013-01-10,5012,Cleaning,High,False,12234.05,11.9,0.2,2.0,3.4,17.5,2,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-10794.05,False,DEFER
WO-00175,Inspection – Electrical Equipment ELEC-0043,ELEC-0043,Elec,Offsites,2013-11-13,4705,Inspection,High,False,4819.43,5.5,0.5,2.7,0.7,9.399999999999999,1,2.0,1460,3,1,3,3,24000,,3,True,Electrical Equipment,2.0,1460.0,0.8124671726813737,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,7312.2,2492.77,True,INCLUDE
WO-00176,Repair – Electrical Equipment ELEC-0082,ELEC-0082,Elec,Utilities,2018-01-03,3193,Repair,Low,False,25895.01,26.2,28.8,16.6,4.1,75.69999999999999,9,2.0,1460,3,1,3,3,24000,,1,True,Electrical Equipment,2.0,1460.0,0.6852552073783436,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,6167.3,-19727.71,False,DEFER
WO-00177,Overhaul – Electrical Equipment ELEC-0008,ELEC-0008,Elec,Flare-System,2018-07-30,2985,Overhaul,High,False,217850.21,207.9,39.6,20.5,16.1,284.1,36,2.0,1460,3,1,3,3,24000,WO-00015,3,True,Electrical Equipment,2.0,1460.0,0.6620172005423617,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,5958.15,-211892.06,False,DEFER
WO-00178,Inspection – Instrument/Analyser INST-0087,INST-0087,Inst,Unit-300,2018-03-16,3121,Inspection,High,False,7717.44,6.4,1.2,3.4,0.6,11.6,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9507635809604819,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1369.1,-6348.34,False,DEFER
WO-00179,Testing – Instrument/Analyser INST-0019,INST-0019,Inst,Offsites,2012-08-04,5171,Testing,High,False,9514.19,14.1,13.1,9.8,0.1,37.1,5,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-8074.19,False,DEFER
WO-00180,Inspection – Control Valve VLV-0079,VLV-0079,Vlv,Unit-300,2016-02-27,3869,Inspection,High,False,5499.45,9.0,0.6,2.3,0.7,12.599999999999998,2,1.5,1095,3,2,3,2,13500,WO-00168,3,True,Control Valve,1.5,1095.0,0.6177528386289124,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3315.02,-2184.43,False,DEFER
WO-00181,Testing – Electrical Equipment ELEC-0006,ELEC-0006,Elec,Unit-300,2024-04-29,885,Testing,Medium,False,5775.78,3.8,7.5,22.7,0.5,34.5,4,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.3062073870812346,1330.443640448313,asset_inline_fallback,2.5,3,2,6,MEDIUM,2755.87,-3019.91,False,DEFER
WO-00182,Inspection – Control Valve VLV-0066,VLV-0066,Vlv,Offsites,2014-07-13,4463,Inspection,Low,False,2036.35,9.0,0.3,1.1,0.5,10.9,1,1.5,1095,3,2,3,2,13500,,1,True,Control Valve,1.5,1095.0,0.6429202362573555,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3450.07,1413.72,True,INCLUDE
WO-00183,Replacement – Control Valve VLV-0034,VLV-0034,Vlv,Unit-100,2019-10-17,2541,Replacement,Medium,False,19738.66,59.1,14.2,21.0,7.8,102.1,13,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.5454273899115452,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2926.9,-16811.76,False,DEFER
WO-00184,Replacement – Electrical Equipment ELEC-0068,ELEC-0068,Elec,Flare-System,2025-09-11,385,Replacement,High,False,42299.1,45.3,14.9,23.0,6.1,89.29999999999998,11,2.0,1460,3,1,3,3,24000,,3,True,Electrical Equipment,2.0,1460.0,0.17662976160273086,1830.4436088852985,asset_inline_fallback,2.5,3,2,6,MEDIUM,1589.67,-40709.43,False,DEFER
WO-00185,Overhaul – Instrument/Analyser INST-0075,INST-0075,Inst,Utilities,2023-08-24,1134,Overhaul,Medium,False,374022.58,125.3,41.2,32.6,4.2,203.29999999999998,25,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.7634926044344724,26.255937962996313,asset_inline_fallback,2.0,5,2,10,HIGH,1099.43,-372923.15,False,DEFER
WO-00186,Cleaning – Control Valve VLV-0088,VLV-0088,Vlv,Unit-100,2015-06-21,4120,Cleaning,Critical,True,22966.27,13.9,1.1,0.9,6.3,22.2,3,1.5,1095,3,2,3,2,13500,,4,True,Control Valve,1.5,1095.0,0.6288092347993746,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3374.35,-19591.92,True,INCLUDE
WO-00187,Repair – Electrical Equipment ELEC-0067,ELEC-0067,Elec,Utilities,2011-11-17,5432,Repair,Medium,False,73012.16,58.4,18.5,3.0,6.4,86.30000000000001,11,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.8537991580068913,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,7684.19,-65327.97,False,DEFER
WO-00188,Calibration – Piping/Pipeline Segment PPL-0022,PPL-0022,Ppl,Unit-200,2018-06-13,3032,Calibration,Critical,True,331.95,1.4,4.3,14.4,0.6,20.700000000000003,3,2.0,3285,4,4,3,3,88000,,4,True,Piping/Pipeline Segment,2.0,3285.0,0.19543463731774768,1952.748121395858,asset_inline_fallback,3.65,3,4,12,HIGH,9416.04,9084.09,True,INCLUDE
WO-00189,Overhaul – Control Valve VLV-0066,VLV-0066,Vlv,Offsites,2014-07-13,4463,Overhaul,Medium,False,503845.46,161.1,10.9,26.6,10.2,208.79999999999998,26,1.5,1095,3,2,3,2,13500,WO-00126,2,True,Control Valve,1.5,1095.0,0.6429202362573555,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3450.07,-500395.39,False,DEFER
WO-00190,Cleaning – Instrument/Analyser INST-0032,INST-0032,Inst,Unit-200,2019-02-13,2787,Cleaning,High,False,1249.55,18.6,1.5,1.5,2.5,24.1,3,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9370206858051293,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1349.31,99.76,False,DEFER
WO-00191,Overhaul – Instrument/Analyser INST-0009,INST-0009,Inst,Flare-System,2015-10-29,3990,Overhaul,High,False,120166.45,124.1,11.0,12.8,17.4,165.3,21,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-118726.45,False,DEFER
WO-00192,Calibration – Instrument/Analyser INST-0145,INST-0145,Inst,Unit-300,2013-10-24,4725,Calibration,High,False,334.7,1.1,5.1,16.8,0.8,23.8,3,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,1105.3,True,INCLUDE
WO-00193,Cleaning – Piping/Pipeline Segment PPL-0015,PPL-0015,Ppl,Unit-300,2023-06-22,1197,Cleaning,Medium,False,6461.17,17.9,0.2,0.9,3.5,22.499999999999996,3,2.0,3285,4,4,3,3,88000,,2,True,Piping/Pipeline Segment,2.0,3285.0,0.08909785627695886,3787.7481517924425,asset_inline_fallback,3.65,2,4,8,MEDIUM,4292.73,-2168.44,False,DEFER
WO-00194,Overhaul – Instrument/Analyser INST-0049,INST-0049,Inst,Tank-Farm,2024-12-22,648,Overhaul,Medium,False,360602.64,112.1,20.1,16.5,22.2,170.89999999999998,21,1.8,730,2,1,3,2,4800,WO-00142,2,True,Instrument/Analyser,1.8,730.0,0.6308437697863812,512.255934104177,asset_inline_fallback,2.0,5,2,10,HIGH,908.42,-359694.22,False,DEFER
WO-00195,Inspection – Electrical Equipment ELEC-0025,ELEC-0025,Elec,Utilities,2021-02-02,2067,Inspection,High,False,6125.76,5.3,0.0,3.1,0.1,8.5,1,2.0,1460,3,1,3,3,24000,,3,True,Electrical Equipment,2.0,1460.0,0.5371613215705131,148.4436091954003,asset_inline_fallback,2.5,4,2,8,MEDIUM,4834.45,-1291.31,False,DEFER
WO-00196,Calibration – Instrument/Analyser INST-0079,INST-0079,Inst,Unit-300,2018-11-23,2869,Calibration,Low,False,920.0,1.8,7.3,17.3,0.6,27.0,3,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.9407434190984163,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1354.67,434.67,True,INCLUDE
WO-00197,Replacement – Electrical Equipment ELEC-0080,ELEC-0080,Elec,Tank-Farm,2013-07-11,4830,Replacement,Medium,False,68151.17,34.8,18.3,7.3,6.2,66.6,8,2.0,1460,3,1,3,3,24000,WO-00164,2,True,Electrical Equipment,2.0,1460.0,0.8203257139196692,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,7382.93,-60768.24,False,DEFER
WO-00198,Replacement – Control Valve VLV-0120,VLV-0120,Vlv,Unit-100,2020-05-22,2323,Replacement,Critical,True,104771.88,27.4,5.1,15.7,4.8,53.0,7,1.5,1095,3,2,3,2,13500,,4,True,Control Valve,1.5,1095.0,0.5305345540276376,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2846.98,-101924.9,True,INCLUDE
WO-00199,Inspection – Control Valve VLV-0108,VLV-0108,Vlv,Tank-Farm,2012-09-21,5123,Inspection,Medium,False,2045.05,8.2,1.8,3.2,0.1,13.299999999999999,2,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.6673076532670135,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3580.94,1535.89,True,INCLUDE
WO-00200,Repair – Pressure Vessel VSL-0011,VSL-0011,Vsl,Unit-100,2019-05-25,2686,Repair,Critical,False,60459.26,34.8,7.2,18.2,8.7,68.9,9,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.16610542793190652,2230.494853061846,asset_inline_fallback,5.0,3,5,15,HIGH,36127.93,-24331.33,False,DEFER
WO-00201,Repair – Piping/Pipeline Segment PPL-0043,PPL-0043,Ppl,Tank-Farm,2021-08-11,1877,Repair,Low,False,9582.59,13.8,23.7,11.7,4.7,53.900000000000006,7,2.0,3285,4,4,3,3,88000,,1,True,Piping/Pipeline Segment,2.0,3285.0,0.13005052354484886,3107.748123302953,asset_inline_fallback,3.65,2,4,8,MEDIUM,6265.83,-3316.76,False,DEFER
WO-00202,Repair – Instrument/Analyser INST-0088,INST-0088,Inst,Flare-System,2021-01-06,2094,Repair,Medium,False,6494.63,64.7,24.1,11.9,9.8,110.50000000000001,14,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.893033372067942,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1285.97,-5208.66,False,DEFER
WO-00203,Inspection – Heat Exchanger HX-0016,HX-0016,Hx,Flare-System,2017-10-02,3286,Inspection,Medium,False,2067.41,8.6,2.0,1.4,0.1,12.1,2,2.0,2190,4,3,5,4,195000,,2,True,Heat Exchanger,2.0,2190.0,0.4101753471295694,37.16522007819958,asset_inline_fallback,4.0,4,4,16,HIGH,47990.52,45923.11,True,INCLUDE
WO-00204,Inspection – Centrifugal Pump PMP-0026,PMP-0026,Pmp,Utilities,2022-07-30,1524,Inspection,Critical,False,1107.34,9.1,1.6,4.5,0.7,15.899999999999999,2,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.36412118280446226,1023.7050309041224,asset_inline_fallback,3.0,4,3,12,HIGH,7865.02,6757.68,True,INCLUDE
WO-00205,Repair – Instrument/Analyser INST-0031,INST-0031,Inst,Unit-100,2019-11-24,2503,Repair,High,False,25300.43,33.3,27.0,14.3,9.1,83.69999999999999,10,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9220148711292817,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1327.7,-23972.73,True,INCLUDE
WO-00206,Testing – Electrical Equipment ELEC-0029,ELEC-0029,Elec,Unit-300,2022-05-11,1604,Testing,Medium,False,9384.76,14.0,22.3,11.6,1.4,49.3,6,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.45763445548239373,611.4436154272498,asset_inline_fallback,2.5,4,2,8,MEDIUM,4118.71,-5266.05,True,INCLUDE
WO-00207,Calibration – Instrument/Analyser INST-0006,INST-0006,Inst,Utilities,2017-03-13,3489,Calibration,Low,False,2711.44,1.4,2.5,6.9,1.0,11.8,1,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.9622455814677574,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1385.63,-1325.81,False,DEFER
WO-00208,Testing – Instrument/Analyser INST-0057,INST-0057,Inst,Offsites,2024-01-29,976,Testing,Medium,False,1033.59,8.9,19.2,19.1,0.2,47.400000000000006,6,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.7278509563027946,184.25593505171582,asset_inline_fallback,2.0,5,2,10,HIGH,1048.11,14.52,False,DEFER
WO-00209,Inspection – Electrical Equipment ELEC-0025,ELEC-0025,Elec,Utilities,2021-02-02,2067,Inspection,Medium,False,4249.75,3.9,0.1,1.3,0.9,6.2,1,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.5371613215705131,148.4436091954003,asset_inline_fallback,2.5,4,2,8,MEDIUM,4834.45,584.7,False,DEFER
WO-00210,Testing – Instrument/Analyser INST-0029,INST-0029,Inst,Unit-200,2017-07-09,3371,Testing,Medium,False,7314.85,9.4,11.2,16.3,0.7,37.60000000000001,5,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9589151730809758,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1380.84,-5934.01,False,DEFER
WO-00211,Calibration – Storage Tank TNK-0009,TNK-0009,Tnk,Unit-200,2012-04-19,5278,Calibration,Medium,False,2652.36,0.5,6.2,7.6,0.0,14.3,2,3.5,5475,4,5,3,4,390000,WO-00206,2,True,Storage Tank,3.5,5475.0,0.20701686080104298,1670.2321482110183,asset_inline_fallback,4.0,3,4,12,HIGH,48441.95,45789.59,True,INCLUDE
WO-00212,Cleaning – Instrument/Analyser INST-0105,INST-0105,Inst,Unit-200,2015-12-01,3957,Cleaning,Low,False,18374.25,6.1,2.0,2.0,5.7,15.8,2,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-16934.25,False,DEFER
WO-00213,Replacement – Instrument/Analyser INST-0163,INST-0163,Inst,Unit-100,2019-05-30,2681,Replacement,Low,False,89820.11,53.7,16.7,20.2,5.2,95.80000000000001,12,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.9318254490396211,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1341.83,-88478.28,False,DEFER
WO-00214,Calibration – Electrical Equipment ELEC-0014,ELEC-0014,Elec,Tank-Farm,2018-07-13,3002,Calibration,Low,False,570.86,0.2,8.2,14.0,0.5,22.9,3,2.0,1460,3,1,3,3,24000,,1,True,Electrical Equipment,2.0,1460.0,0.6639791918037047,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,5975.81,5404.95,True,INCLUDE
