asset_tag,asset_class,failure_no,time_to_failure_d,failure_date,failure_mode,severity
VLV-0086,VLV,5,1559.7,2022-07-26,Corrosion,2
VLV-0087,VLV,1,361.89,2022-09-16,Fouling,4
VLV-0087,VLV,2,427.6,2022-11-21,Leakage,1
VLV-0087,VLV,3,800.6,2023-11-29,Fouling,5
VLV-0087,VLV,4,1587.19,2026-01-24,Seal Failure,2
VLV-0088,VLV,1,430.77,2016-08-24,Wear,4
VLV-0088,VLV,2,658.12,2017-04-09,Seal Failure,4
VLV-0088,VLV,3,955.33,2018-01-31,Fatigue,5
VLV-0088,VLV,4,2217.89,2021-07-16,Fouling,4
VLV-0089,VLV,1,1114.96,2019-01-30,Leakage,5
VLV-0089,VLV,2,1419.56,2019-12-01,Blockage,2
VLV-0090,VLV,1,1133.13,2016-10-23,Seal Failure,2
VLV-0090,VLV,2,1390.43,2017-07-07,Leakage,5
VLV-0091,VLV,1,72.37,2017-05-09,Leakage,3
VLV-0091,VLV,2,891.49,2019-08-06,Bearing Failure,2
VLV-0091,VLV,3,1314.06,2020-10-02,Blockage,5
VLV-0092,VLV,1,450.63,2025-08-27,Wear,2
VLV-0092,VLV,2,663.46,2026-03-28,Fouling,5
VLV-0092,VLV,3,872.69,2026-10-01,Seal Failure,3
VLV-0092,VLV,4,930.24,2026-10-01,Corrosion,4
VLV-0092,VLV,5,939.83,2026-10-01,Fatigue,1
VLV-0092,VLV,6,1272.8,2026-10-01,Blockage,1
VLV-0093,VLV,1,1334.53,2026-10-01,Fouling,1
VLV-0093,VLV,2,2012.59,2026-10-01,Leakage,3
VLV-0094,VLV,1,530.22,2014-02-09,Fouling,1
VLV-0094,VLV,2,1416.33,2016-07-14,Blockage,2
VLV-0094,VLV,3,2364.24,2019-02-17,Fouling,1
VLV-0095,VLV,1,791.45,2014-07-03,Wear,4
VLV-0095,VLV,2,1502.4,2016-06-13,Blockage,5
VLV-0096,VLV,1,949.65,2017-02-22,Seal Failure,1
VLV-0096,VLV,2,1246.98,2017-12-16,Wear,3
VLV-0096,VLV,3,2785.33,2022-03-04,Fouling,1
VLV-0097,VLV,1,221.54,2015-05-29,Seal Failure,5
VLV-0097,VLV,2,327.72,2015-09-12,Blockage,5
VLV-0097,VLV,3,329.4,2015-09-14,Fatigue,5
VLV-0097,VLV,4,1537.56,2019-01-04,Seal Failure,4
VLV-0097,VLV,5,1924.61,2020-01-26,Leakage,1
VLV-0097,VLV,6,3391.74,2024-02-01,Fouling,1
VLV-0098,VLV,1,553.22,2016-02-21,Leakage,5
VLV-0098,VLV,2,1222.46,2017-12-21,Fouling,2
VLV-0098,VLV,3,1615.2,2019-01-18,Seal Failure,5
VLV-0099,VLV,1,812.09,2024-06-06,Corrosion,4
VLV-0099,VLV,2,1047.37,2025-01-27,Fatigue,1
VLV-0099,VLV,3,1061.9,2025-02-10,Wear,3
VLV-0099,VLV,4,1280.06,2025-09-17,Fouling,3
VLV-0099,VLV,5,1949.87,2026-10-01,Corrosion,4
VLV-0099,VLV,6,2115.85,2026-10-01,Bearing Failure,3
VLV-0100,VLV,1,690.74,2019-05-21,Bearing Failure,2
VLV-0100,VLV,2,2135.28,2023-05-05,Fatigue,3
VLV-0101,VLV,1,228.63,2017-10-03,Fatigue,2
VLV-0101,VLV,2,323.92,2018-01-06,Bearing Failure,3
VLV-0101,VLV,3,2728.62,2024-08-07,Fouling,4
VLV-0102,VLV,1,195.58,2023-11-21,Leakage,1
VLV-0102,VLV,2,365.81,2024-05-09,Seal Failure,2
VLV-0102,VLV,3,691.0,2025-03-31,Corrosion,1
VLV-0103,VLV,1,239.27,2018-05-25,Fatigue,4
VLV-0103,VLV,2,341.98,2018-09-04,Wear,3
VLV-0103,VLV,3,525.48,2019-03-07,Fouling,3
VLV-0103,VLV,4,637.32,2019-06-27,Wear,5
VLV-0103,VLV,5,1220.24,2021-01-30,Corrosion,4
VLV-0103,VLV,6,1990.31,2023-03-11,Bearing Failure,2
VLV-0104,VLV,1,1174.1,2022-06-12,Leakage,5
VLV-0104,VLV,2,1669.16,2023-10-20,Blockage,2
VLV-0105,VLV,1,204.7,2015-08-16,Bearing Failure,3
VLV-0105,VLV,2,334.14,2015-12-24,Bearing Failure,4
VLV-0105,VLV,3,572.42,2016-08-18,Blockage,3
VLV-0105,VLV,4,704.1,2016-12-28,Fatigue,3
VLV-0105,VLV,5,3056.55,2023-06-07,Corrosion,1
VLV-0106,VLV,1,65.88,2014-09-30,Seal Failure,4
VLV-0106,VLV,2,540.23,2016-01-18,Corrosion,3
VLV-0106,VLV,3,1164.65,2017-10-03,Seal Failure,2
VLV-0106,VLV,4,1733.33,2019-04-25,Wear,1
VLV-0107,VLV,1,2.77,2017-05-15,Fatigue,2
VLV-0107,VLV,2,403.03,2018-06-20,Wear,5
VLV-0107,VLV,3,749.69,2019-06-01,Wear,4
VLV-0107,VLV,4,939.56,2019-12-08,Corrosion,2
VLV-0107,VLV,5,1146.28,2020-07-02,Fatigue,5
VLV-0107,VLV,6,1531.77,2021-07-22,Wear,2
VLV-0108,VLV,1,43.72,2012-11-03,Corrosion,5
VLV-0108,VLV,2,1340.95,2016-05-23,Fouling,3
VLV-0108,VLV,3,1375.33,2016-06-27,Fouling,5
VLV-0109,VLV,1,689.69,2025-12-31,Fatigue,2
VLV-0109,VLV,2,881.0,2026-07-11,Wear,4
VLV-0109,VLV,3,1040.78,2026-10-01,Wear,2
VLV-0110,VLV,1,483.06,2025-11-05,Leakage,3
VLV-0110,VLV,2,689.94,2026-05-30,Blockage,2
VLV-0110,VLV,3,834.11,2026-10-01,Blockage,1
VLV-0111,VLV,1,275.53,2020-08-24,Seal Failure,5
VLV-0111,VLV,2,1024.06,2022-09-12,Fatigue,1
VLV-0111,VLV,3,2094.59,2025-08-17,Leakage,1
VLV-0111,VLV,4,3608.57,2026-10-01,Leakage,4
VLV-0112,VLV,1,391.34,2015-12-28,Blockage,1
VLV-0112,VLV,2,532.28,2016-05-17,Fouling,1
VLV-0112,VLV,3,543.91,2016-05-28,Leakage,4
VLV-0112,VLV,4,1277.69,2018-06-01,Leakage,4
VLV-0112,VLV,5,1316.2,2018-07-10,Fatigue,1
VLV-0112,VLV,6,1470.55,2018-12-11,Blockage,3
VLV-0113,VLV,1,751.64,2023-02-21,Blockage,3
VLV-0113,VLV,2,1796.14,2026-01-01,Leakage,1
VLV-0114,VLV,1,1101.47,2016-03-13,Bearing Failure,1
VLV-0114,VLV,2,1146.95,2016-04-27,Wear,4
VLV-0115,VLV,1,574.24,2023-07-16,Leakage,5
VLV-0115,VLV,2,917.0,2024-06-22,Seal Failure,3
VLV-0115,VLV,3,1067.79,2024-11-20,Leakage,2
VLV-0115,VLV,4,1274.24,2025-06-15,Wear,4
VLV-0115,VLV,5,2038.3,2026-10-01,Fatigue,5
VLV-0116,VLV,1,292.91,2021-06-15,Wear,4
VLV-0116,VLV,2,553.95,2022-03-03,Fouling,3
VLV-0116,VLV,3,1138.86,2023-10-09,Fatigue,5
VLV-0116,VLV,4,1821.46,2025-08-22,Fouling,5
VLV-0117,VLV,1,1335.61,2026-10-01,Blockage,1
VLV-0117,VLV,2,1347.38,2026-10-01,Fatigue,5
VLV-0117,VLV,3,1744.3,2026-10-01,Blockage,5
VLV-0117,VLV,4,2345.15,2026-10-01,Fouling,4
VLV-0118,VLV,1,425.14,2024-11-05,Seal Failure,1
VLV-0118,VLV,2,712.53,2025-08-19,Fouling,3
VLV-0118,VLV,3,1330.34,2026-10-01,Fatigue,2
VLV-0119,VLV,1,232.89,2020-04-05,Corrosion,4
VLV-0119,VLV,2,779.46,2021-10-04,Fatigue,4
VLV-0119,VLV,3,1084.0,2022-08-05,Seal Failure,3
VLV-0119,VLV,4,1409.12,2023-06-26,Fouling,3
VLV-0120,VLV,1,232.44,2021-01-09,Fatigue,4
VLV-0120,VLV,2,331.1,2021-04-18,Blockage,1
VLV-0120,VLV,3,522.82,2021-10-26,Leakage,3
VLV-0120,VLV,4,1021.8,2023-03-09,Blockage,3
VLV-0120,VLV,5,1069.17,2023-04-26,Leakage,1
VLV-0120,VLV,6,1612.57,2024-10-20,Corrosion,5
VSL-0001,VSL,1,2478.71,2024-10-19,Corrosion,2
VSL-0001,VSL,2,2805.56,2025-09-11,Leakage,2
VSL-0001,VSL,3,3397.32,2026-10-01,Seal Failure,2
VSL-0001,VSL,4,4317.61,2026-10-01,Fatigue,1
VSL-0002,VSL,1,1437.26,2016-08-03,Wear,2
VSL-0002,VSL,2,1519.23,2016-10-24,Seal Failure,2
VSL-0002,VSL,3,2391.43,2019-03-15,Bearing Failure,2
VSL-0002,VSL,4,3405.02,2021-12-23,Wear,2
VSL-0002,VSL,5,4936.43,2026-03-03,Seal Failure,1
VSL-0002,VSL,6,4986.64,2026-04-22,Leakage,1
VSL-0003,VSL,1,2751.67,2026-07-30,Seal Failure,2
VSL-0003,VSL,2,4787.39,2026-10-01,Fatigue,1
VSL-0004,VSL,1,3332.5,2026-10-01,Wear,2
VSL-0004,VSL,2,3819.43,2026-10-01,Blockage,2
VSL-0004,VSL,3,3821.97,2026-10-01,Blockage,2
VSL-0004,VSL,4,3838.7,2026-10-01,Corrosion,2
VSL-0004,VSL,5,4334.47,2026-10-01,Fatigue,1
VSL-0005,VSL,1,2424.81,2022-05-07,Bearing Failure,3
VSL-0005,VSL,2,3688.2,2025-10-22,Fouling,3
VSL-0005,VSL,3,4687.41,2026-10-01,Corrosion,4
VSL-0005,VSL,4,5956.27,2026-10-01,Wear,4
VSL-0006,VSL,1,855.95,2014-10-14,Fouling,2
VSL-0006,VSL,2,2244.33,2018-08-03,Leakage,2
VSL-0006,VSL,3,3647.36,2022-06-06,Fouling,4
VSL-0006,VSL,4,3852.72,2022-12-28,Blockage,5
VSL-0006,VSL,5,3996.7,2023-05-21,Wear,5
VSL-0006,VSL,6,5583.34,2026-10-01,Wear,3
VSL-0007,VSL,1,1125.27,2016-12-06,Blockage,2
VSL-0007,VSL,2,2162.17,2019-10-09,Fatigue,2
VSL-0007,VSL,3,2478.64,2020-08-20,Fatigue,4
VSL-0007,VSL,4,3304.38,2022-11-24,Fouling,4
VSL-0007,VSL,5,3665.66,2023-11-20,Fouling,2
VSL-0007,VSL,6,4545.7,2026-04-18,Corrosion,3
VSL-0008,VSL,1,553.44,2018-05-09,Fatigue,3
VSL-0008,VSL,2,2510.3,2023-09-17,Bearing Failure,4
VSL-0008,VSL,3,2692.61,2024-03-17,Wear,3
VSL-0008,VSL,4,2749.99,2024-05-13,Wear,1
VSL-0008,VSL,5,3633.92,2026-10-01,Bearing Failure,1
VSL-0008,VSL,6,3787.06,2026-10-01,Fatigue,3
VSL-0009,VSL,1,1483.06,2021-08-01,Wear,4
VSL-0009,VSL,2,2099.19,2023-04-09,Blockage,5
VSL-0009,VSL,3,3160.26,2026-03-05,Bearing Failure,3
VSL-0009,VSL,4,3255.03,2026-06-08,Blockage,3
VSL-0009,VSL,5,3692.09,2026-10-01,Corrosion,5
VSL-0010,VSL,1,2428.66,2022-10-20,Fatigue,5
VSL-0010,VSL,2,2997.47,2024-05-11,Seal Failure,3
VSL-0010,VSL,3,6765.59,2026-10-01,Fatigue,5
VSL-0011,VSL,1,2781.74,2026-10-01,Fatigue,3
VSL-0011,VSL,2,3025.34,2026-10-01,Fatigue,4
VSL-0012,VSL,1,2211.6,2020-04-04,Corrosion,4
VSL-0012,VSL,2,3023.22,2022-06-25,Fatigue,2
VSL-0012,VSL,3,4108.1,2025-06-14,Bearing Failure,2
VSL-0013,VSL,1,2397.29,2025-11-24,Fatigue,4
VSL-0013,VSL,2,3860.79,2026-10-01,Seal Failure,5
VSL-0013,VSL,3,4983.5,2026-10-01,Leakage,1
VSL-0014,VSL,1,3282.23,2026-10-01,Seal Failure,2
VSL-0014,VSL,2,3924.14,2026-10-01,Blockage,2
VSL-0014,VSL,3,5779.19,2026-10-01,Seal Failure,1
VSL-0015,VSL,1,1218.79,2016-03-27,Leakage,2
VSL-0015,VSL,2,1420.63,2016-10-15,Wear,4
VSL-0015,VSL,3,2799.94,2020-07-25,Fouling,5
VSL-0015,VSL,4,2884.42,2020-10-18,Bearing Failure,3
VSL-0015,VSL,5,3134.91,2021-06-25,Blockage,5
VSL-0015,VSL,6,3334.13,2022-01-11,Fouling,1
VSL-0016,VSL,1,2497.68,2021-08-28,Seal Failure,1
VSL-0016,VSL,2,3816.83,2025-04-08,Corrosion,4
VSL-0017,VSL,1,1649.19,2016-04-26,Seal Failure,1
VSL-0017,VSL,2,2227.65,2017-11-25,Bearing Failure,5
VSL-0017,VSL,3,3439.91,2021-03-21,Leakage,3
VSL-0017,VSL,4,3853.18,2022-05-09,Bearing Failure,5
VSL-0017,VSL,5,3927.03,2022-07-22,Seal Failure,3
VSL-0018,VSL,1,2030.72,2019-01-04,Leakage,3
VSL-0018,VSL,2,3958.83,2024-04-15,Leakage,1
VSL-0018,VSL,3,4402.95,2025-07-03,Wear,1
VSL-0018,VSL,4,4931.11,2026-10-01,Seal Failure,4
VSL-0018,VSL,5,6707.42,2026-10-01,Corrosion,1
VSL-0019,VSL,1,2007.46,2019-07-16,Bearing Failure,3
VSL-0019,VSL,2,2255.56,2020-03-20,Fouling,1
VSL-0019,VSL,3,2498.75,2020-11-18,Corrosion,5
VSL-0019,VSL,4,3748.71,2024-04-21,Fatigue,4
VSL-0019,VSL,5,6076.49,2026-10-01,Bearing Failure,2
VSL-0019,VSL,6,6994.24,2026-10-01,Corrosion,4
VSL-0020,VSL,1,2199.95,2026-10-01,Blockage,4
VSL-0020,VSL,2,3304.61,2026-10-01,Leakage,1
VSL-0021,VSL,1,3024.61,2024-09-19,Fatigue,1
VSL-0021,VSL,2,3563.15,2026-03-12,Blockage,1
VSL-0022,VSL,1,1322.55,2020-04-10,Seal Failure,2
VSL-0022,VSL,2,2985.48,2024-10-29,Fatigue,4
VSL-0022,VSL,3,3368.54,2025-11-16,Fatigue,4
VSL-0022,VSL,4,4917.15,2026-10-01,Wear,1
VSL-0022,VSL,5,6112.38,2026-10-01,Bearing Failure,4
VSL-0023,VSL,1,1578.57,2017-07-10,Wear,5
VSL-0023,VSL,2,4642.09,2025-11-29,Bearing Failure,5
VSL-0024,VSL,1,1468.08,2026-10-01,Leakage,2
VSL-0024,VSL,2,2269.35,2026-10-01,Fouling,2
VSL-0024,VSL,3,3283.08,2026-10-01,Fouling,5
VSL-0024,VSL,4,3777.06,2026-10-01,Fouling,1
VSL-0024,VSL,5,3960.26,2026-10-01,Fatigue,4
VSL-0024,VSL,6,5243.34,2026-10-01,Seal Failure,3
VSL-0025,VSL,1,245.66,2024-06-03,Seal Failure,4
VSL-0025,VSL,2,1980.03,2026-10-01,Blockage,4
VSL-0025,VSL,3,2308.97,2026-10-01,Blockage,5
VSL-0025,VSL,4,4466.33,2026-10-01,Wear,2
VSL-0026,VSL,1,2806.76,2022-07-26,Corrosion,4
VSL-0026,VSL,2,3692.86,2024-12-28,Fatigue,1
VSL-0026,VSL,3,3761.39,2025-03-07,Fatigue,2
VSL-0027,VSL,1,2823.6,2020-09-27,Leakage,5
VSL-0027,VSL,2,3734.51,2023-03-27,Fouling,4
VSL-0028,VSL,1,1651.34,2021-02-02,Wear,5
VSL-0028,VSL,2,2029.43,2022-02-15,Wear,1
VSL-0028,VSL,3,2224.55,2022-08-29,Fouling,4
VSL-0028,VSL,4,2449.24,2023-04-11,Wear,2
VSL-0028,VSL,5,2869.19,2024-06-04,Fatigue,2
VSL-0028,VSL,6,3601.33,2026-06-06,Blockage,2
TWR-0001,TWR,1,1333.7,2026-10-01,Corrosion,1
TWR-0001,TWR,2,2566.83,2026-10-01,Seal Failure,3
TWR-0001,TWR,3,5955.28,2026-10-01,Fouling,5
TWR-0002,TWR,1,1352.16,2026-10-01,Fouling,2
TWR-0002,TWR,2,3841.45,2026-10-01,Leakage,2
TWR-0002,TWR,3,4449.19,2026-10-01,Corrosion,4
TWR-0002,TWR,4,6085.8,2026-10-01,Fouling,1
TWR-0003,TWR,1,2323.06,2020-11-24,Leakage,5
TWR-0003,TWR,2,2504.81,2021-05-24,Fatigue,3
TWR-0003,TWR,3,2794.27,2022-03-10,Seal Failure,4
TWR-0003,TWR,4,2921.84,2022-07-15,Wear,2
TWR-0003,TWR,5,4674.85,2026-10-01,Corrosion,4
TWR-0004,TWR,1,886.24,2024-11-02,Bearing Failure,5
TWR-0004,TWR,2,2985.58,2026-10-01,Fatigue,1
TWR-0005,TWR,1,787.07,2026-10-01,Wear,5
TWR-0005,TWR,2,1395.7,2026-10-01,Leakage,4
TWR-0005,TWR,3,1744.88,2026-10-01,Leakage,1
TWR-0005,TWR,4,2028.52,2026-10-01,Wear,2
TWR-0005,TWR,5,3899.16,2026-10-01,Wear,5
TWR-0006,TWR,1,3313.73,2023-08-14,Leakage,4
TWR-0006,TWR,2,3517.31,2024-03-05,Corrosion,3
TWR-0007,TWR,1,716.45,2016-11-28,Fouling,2
TWR-0007,TWR,2,1125.46,2018-01-11,Leakage,5
TWR-0007,TWR,3,1946.56,2020-04-11,Fouling,1
TWR-0007,TWR,4,3828.76,2025-06-06,Seal Failure,5
TWR-0008,TWR,1,1529.9,2020-03-03,Corrosion,3
TWR-0008,TWR,2,2077.47,2021-09-02,Leakage,5
TWR-0008,TWR,3,2880.67,2023-11-14,Wear,2
TWR-0008,TWR,4,2945.64,2024-01-18,Fouling,1
TWR-0008,TWR,5,3157.09,2024-08-17,Blockage,1
TWR-0008,TWR,6,5442.05,2026-10-01,Bearing Failure,5
TWR-0009,TWR,1,2547.04,2026-10-01,Fatigue,5
TWR-0009,TWR,2,2580.1,2026-10-01,Fouling,1
TWR-0009,TWR,3,3943.47,2026-10-01,Fatigue,2
TWR-0009,TWR,4,4132.32,2026-10-01,Seal Failure,2
TWR-0009,TWR,5,6141.44,2026-10-01,Fouling,3
TWR-0010,TWR,1,2170.1,2026-10-01,Fatigue,4
TWR-0010,TWR,2,3173.73,2026-10-01,Fatigue,5
TWR-0010,TWR,3,5627.05,2026-10-01,Fatigue,1
TWR-0011,TWR,1,2729.44,2026-03-01,Leakage,2
TWR-0011,TWR,2,4190.16,2026-10-01,Seal Failure,3
TWR-0012,TWR,1,800.61,2017-07-08,Bearing Failure,5
TWR-0012,TWR,2,2423.7,2021-12-17,Leakage,1
INST-0001,INST,1,403.99,2014-12-12,Corrosion,3
INST-0001,INST,2,430.16,2015-01-08,Wear,1
INST-0001,INST,3,1869.35,2018-12-17,Wear,2
INST-0002,INST,1,253.7,2024-04-09,Blockage,2
INST-0002,INST,2,409.89,2024-09-12,Wear,2
INST-0002,INST,3,611.6,2025-04-02,Bearing Failure,1
INST-0002,INST,4,847.71,2025-11-24,Wear,5
INST-0002,INST,5,1768.44,2026-10-01,Seal Failure,2
INST-0003,INST,1,182.37,2023-07-20,Fatigue,3
INST-0003,INST,2,212.82,2023-08-19,Wear,2
INST-0003,INST,3,393.08,2024-02-16,Seal Failure,1
INST-0003,INST,4,609.87,2024-09-19,Blockage,5
INST-0003,INST,5,677.14,2024-11-26,Fatigue,2
INST-0004,INST,1,845.78,2024-04-11,Wear,2
INST-0004,INST,2,893.72,2024-05-29,Seal Failure,4
INST-0005,INST,1,588.88,2013-08-25,Leakage,4
INST-0005,INST,2,653.94,2013-10-29,Leakage,3
INST-0005,INST,3,844.01,2014-05-08,Blockage,2
INST-0005,INST,4,1014.62,2014-10-25,Leakage,2
INST-0006,INST,1,673.65,2019-01-15,Seal Failure,4
INST-0006,INST,2,1006.9,2019-12-14,Fatigue,5
INST-0006,INST,3,1307.24,2020-10-10,Fatigue,3
INST-0007,INST,1,161.76,2017-07-27,Bearing Failure,5
INST-0007,INST,2,749.61,2019-03-07,Blockage,3
INST-0007,INST,3,882.72,2019-07-18,Fouling,1
INST-0007,INST,4,928.38,2019-09-02,Seal Failure,5
INST-0007,INST,5,962.75,2019-10-06,Fouling,2
INST-0007,INST,6,1141.78,2020-04-02,Wear,2
INST-0008,INST,1,613.8,2026-10-01,Seal Failure,1
INST-0008,INST,2,693.29,2026-10-01,Wear,5
INST-0008,INST,3,841.12,2026-10-01,Blockage,4
INST-0009,INST,1,258.61,2016-07-13,Corrosion,4
INST-0009,INST,2,1073.66,2018-10-06,Leakage,5
INST-0010,INST,1,568.67,2024-11-19,Blockage,5
INST-0010,INST,2,980.13,2026-01-05,Bearing Failure,1
INST-0011,INST,1,136.72,2023-07-23,Bearing Failure,5
INST-0011,INST,2,831.94,2025-06-17,Bearing Failure,2
INST-0012,INST,1,134.23,2012-05-29,Leakage,5
INST-0012,INST,2,481.54,2013-05-11,Bearing Failure,5
INST-0012,INST,3,516.26,2013-06-15,Seal Failure,3
INST-0012,INST,4,657.87,2013-11-03,Fatigue,5
INST-0012,INST,5,716.85,2014-01-01,Bearing Failure,1
INST-0013,INST,1,134.23,2015-02-24,Seal Failure,1
INST-0013,INST,2,257.79,2015-06-27,Bearing Failure,3
INST-0013,INST,3,481.54,2016-02-06,Fouling,4
INST-0013,INST,4,516.26,2016-03-12,Leakage,2
INST-0013,INST,5,657.87,2016-07-31,Blockage,3
INST-0013,INST,6,716.85,2016-09-28,Corrosion,1
INST-0014,INST,1,199.87,2017-05-23,Seal Failure,2
INST-0014,INST,2,246.92,2017-07-09,Fouling,5
INST-0014,INST,3,1499.01,2020-12-13,Seal Failure,1
INST-0015,INST,1,539.61,2025-03-13,Fouling,5
INST-0015,INST,2,893.41,2026-03-02,Seal Failure,4
INST-0016,INST,1,335.58,2013-06-07,Bearing Failure,4
INST-0016,INST,2,540.77,2013-12-29,Bearing Failure,1
INST-0016,INST,3,566.86,2014-01-24,Bearing Failure,2
INST-0016,INST,4,998.62,2015-04-01,Leakage,4
INST-0017,INST,1,46.21,2017-10-16,Seal Failure,1
INST-0017,INST,2,754.27,2019-09-24,Seal Failure,4
INST-0017,INST,3,845.62,2019-12-24,Wear,1
INST-0017,INST,4,1247.14,2021-01-29,Fatigue,5
INST-0017,INST,5,1280.04,2021-03-03,Seal Failure,5
INST-0018,INST,1,297.58,2016-10-10,Bearing Failure,2
INST-0018,INST,2,517.16,2017-05-18,Wear,2
INST-0018,INST,3,740.47,2017-12-27,Seal Failure,1
INST-0018,INST,4,945.12,2018-07-20,Corrosion,1
INST-0018,INST,5,983.26,2018-08-27,Bearing Failure,5
INST-0018,INST,6,1323.09,2019-08-02,Leakage,2
INST-0019,INST,1,201.88,2013-02-21,Seal Failure,2
INST-0019,INST,2,251.56,2013-04-12,Fatigue,4
INST-0019,INST,3,311.32,2013-06-11,Fouling,5
INST-0019,INST,4,1040.91,2015-06-10,Leakage,1
INST-0020,INST,1,407.71,2024-10-15,Seal Failure,2
INST-0020,INST,2,809.74,2025-11-21,Fatigue,2
INST-0020,INST,3,822.74,2025-12-04,Wear,4
INST-0020,INST,4,1001.47,2026-06-01,Corrosion,2
INST-0020,INST,5,1140.29,2026-10-01,Corrosion,1
INST-0021,INST,1,300.17,2020-12-02,Blockage,2
INST-0021,INST,2,357.21,2021-01-28,Seal Failure,5
INST-0021,INST,3,1094.33,2023-02-04,Corrosion,5
INST-0022,INST,1,637.76,2020-11-10,Fatigue,1
INST-0022,INST,2,786.3,2021-04-08,Leakage,5
INST-0023,INST,1,530.18,2025-04-29,Leakage,5
INST-0023,INST,2,647.79,2025-08-24,Leakage,3
INST-0023,INST,3,781.96,2026-01-05,Wear,5
INST-0024,INST,1,388.04,2022-12-04,Blockage,1
INST-0024,INST,2,632.39,2023-08-05,Fouling,1
INST-0024,INST,3,708.15,2023-10-20,Wear,5
INST-0024,INST,4,1154.83,2025-01-08,Blockage,5
INST-0024,INST,5,1199.38,2025-02-22,Blockage,4
INST-0025,INST,1,342.79,2020-09-13,Seal Failure,4
INST-0025,INST,2,619.97,2021-06-17,Corrosion,4
INST-0025,INST,3,732.23,2021-10-08,Leakage,4
INST-0025,INST,4,1398.03,2023-08-05,Fouling,1
INST-0026,INST,1,180.53,2017-09-11,Bearing Failure,4
INST-0026,INST,2,924.93,2019-09-25,Blockage,3
INST-0027,INST,1,219.3,2020-08-03,Fatigue,5
INST-0027,INST,2,457.96,2021-03-29,Wear,3
INST-0027,INST,3,1032.97,2022-10-25,Blockage,4
INST-0027,INST,4,1344.17,2023-09-02,Blockage,1
INST-0027,INST,5,1512.04,2024-02-17,Seal Failure,4
INST-0027,INST,6,1927.97,2025-04-07,Bearing Failure,5
INST-0028,INST,1,399.12,2021-02-15,Fouling,5
INST-0028,INST,2,685.23,2021-11-28,Wear,2
INST-0028,INST,3,733.7,2022-01-15,Wear,4
INST-0028,INST,4,1255.57,2023-06-21,Corrosion,2
INST-0029,INST,1,309.64,2018-05-14,Corrosion,1
INST-0029,INST,2,500.46,2018-11-21,Corrosion,5
INST-0029,INST,3,520.57,2018-12-11,Seal Failure,5
INST-0029,INST,4,569.04,2019-01-29,Corrosion,2
INST-0029,INST,5,1082.56,2020-06-25,Corrosion,2
INST-0029,INST,6,1629.03,2021-12-24,Seal Failure,5
INST-0030,INST,1,281.84,2022-01-31,Bearing Failure,2
INST-0030,INST,2,319.35,2022-03-10,Blockage,3
INST-0030,INST,3,428.72,2022-06-27,Corrosion,5
INST-0031,INST,1,400.74,2020-12-28,Blockage,5
INST-0031,INST,2,613.53,2021-07-29,Leakage,2
INST-0031,INST,3,645.38,2021-08-30,Bearing Failure,3
INST-0031,INST,4,754.92,2021-12-17,Seal Failure,4
INST-0031,INST,5,874.27,2022-04-16,Bearing Failure,3
INST-0031,INST,6,1574.68,2024-03-16,Bearing Failure,3
INST-0032,INST,1,655.93,2020-11-29,Blockage,5
INST-0032,INST,2,1091.57,2022-02-08,Seal Failure,1
INST-0033,INST,1,496.24,2019-02-06,Fouling,2
INST-0033,INST,2,661.28,2019-07-21,Wear,5
INST-0033,INST,3,856.01,2020-02-01,Seal Failure,2
INST-0033,INST,4,1294.38,2021-04-14,Seal Failure,1
INST-0033,INST,5,1333.53,2021-05-23,Fouling,3
INST-0034,INST,1,854.08,2020-03-04,Corrosion,1
INST-0034,INST,2,911.18,2020-04-30,Seal Failure,5
INST-0034,INST,3,1268.83,2021-04-22,Fouling,1
INST-0035,INST,1,309.35,2017-07-13,Corrosion,4
INST-0035,INST,2,365.69,2017-09-07,Fatigue,5
INST-0035,INST,3,817.43,2018-12-03,Fatigue,3
INST-0035,INST,4,852.27,2019-01-07,Seal Failure,2
INST-0035,INST,5,975.36,2019-05-10,Fouling,1
INST-0035,INST,6,1025.53,2019-06-29,Bearing Failure,4
INST-0036,INST,1,217.47,2017-03-21,Fatigue,3
INST-0036,INST,2,219.79,2017-03-23,Bearing Failure,5
INST-0036,INST,3,266.31,2017-05-09,Wear,2
INST-0036,INST,4,574.24,2018-03-13,Fatigue,2
INST-0036,INST,5,1027.1,2019-06-09,Fouling,5
INST-0036,INST,6,1071.66,2019-07-23,Wear,5
INST-0037,INST,1,245.77,2015-05-29,Bearing Failure,1
INST-0037,INST,2,334.02,2015-08-26,Bearing Failure,2
INST-0037,INST,3,456.25,2015-12-26,Seal Failure,4
INST-0037,INST,4,527.98,2016-03-06,Seal Failure,2
INST-0037,INST,5,532.98,2016-03-11,Fouling,3
INST-0038,INST,1,394.33,2019-02-23,Wear,3
INST-0038,INST,2,650.37,2019-11-06,Bearing Failure,1
INST-0039,INST,1,425.63,2018-02-27,Wear,4
INST-0039,INST,2,443.8,2018-03-17,Seal Failure,4
INST-0039,INST,3,830.14,2019-04-08,Leakage,3
INST-0039,INST,4,863.49,2019-05-11,Leakage,2
INST-0039,INST,5,929.31,2019-07-16,Seal Failure,1
INST-0039,INST,6,1462.01,2020-12-30,Seal Failure,2
INST-0040,INST,1,149.62,2021-02-11,Leakage,5
INST-0040,INST,2,204.7,2021-04-07,Wear,1
